mag_id	domain	phylum	class	order	family	genus	species
cmag_260	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UMGS1872	
cmag_261	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	
cmag_262	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae		
cmag_263	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA11517	
cmag_264	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-460	
cmag_265	Bacteria	Firmicutes_A	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Romboutsia	
cmag_266	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio sp900556755
cmag_267	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus agilis
cmag_268	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium_A	
cmag_269	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae		
cmag_270	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	
cmag_271	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola barnesiae
cmag_272	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-273	
cmag_273	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	UBA3402	
cmag_274	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter_A	Methanobrevibacter_A woesei
cmag_275	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemania	
cmag_276	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242		
cmag_277	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Mailhella	Mailhella sp900555975
cmag_278	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae		
cmag_279	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	Firm-11	Firm-11 sp900540045
cmag_280	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA11517	
cmag_281	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	Borkfalkia	
cmag_282	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UMGS1004	UMGS1004 sp900547645
cmag_283	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UMGS1004	
cmag_284	Bacteria	Firmicutes	Bacilli	RF39	UBA660	UMGS1572	UMGS1572 sp900553045
cmag_285	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA5446	
cmag_286	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UMGS1004	
cmag_287	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-451	
cmag_288	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UBA4871	
cmag_289	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-110	
cmag_290	Bacteria	Firmicutes	Bacilli	RF39	UBA660	UMGS2068	
cmag_291	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Clostridium_A	
cmag_292	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	
cmag_293	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA3700	CABKMX01	
cmag_294	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA6345	
cmag_295	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	
cmag_296	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-354	CAG-354 sp001915925
cmag_297	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA11940	
cmag_298	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Anaerosacchariphilus	Anaerosacchariphilus sp002160765
cmag_299	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Massilicoli	Massilicoli timonensis
cmag_300	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UMGS1872	
cmag_301	Bacteria	Firmicutes	Bacilli	RF39	UBA660	HGM10873	HGM10873 sp900753645
cmag_302	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-451	
cmag_303	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA4626	
cmag_304	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	
cmag_305	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA6345	
cmag_306	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Pseudoflavonifractor	
cmag_307	Bacteria	Firmicutes	Bacilli	RF39	UBA660	HGM10873	
cmag_308	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Anaerotignaceae	ASF356	
cmag_309	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Flavonifractor	
cmag_310	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus	
cmag_311	Bacteria	Firmicutes	Bacilli	RF39	UBA660	HGM10873	
cmag_312	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	Zag1	Zag1 sp000438175
cmag_313	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	UBA7001	UBA7001 sp900553685
cmag_314	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides congonensis
cmag_315	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	
cmag_316	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA11517	
cmag_317	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA11517	
cmag_318	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-451	
cmag_319	Bacteria	Firmicutes	Bacilli	RF39	UBA660	HGM10818	
cmag_320	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola dorei
cmag_321	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	Borkfalkia	
cmag_322	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Acutalibacter	
cmag_323	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-273	
cmag_324	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	
cmag_325	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus	Butyricicoccus sp900604335
cmag_326	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	
cmag_327	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus crispatus
cmag_328	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA5446	
cmag_329	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UMGS1826	
cmag_330	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	Borkfalkia	
cmag_331	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	QAMI01	
cmag_332	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter_D	Helicobacter_D pullorum
cmag_333	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	CAG-484	
cmag_334	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-273	
cmag_335	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium sp002160895
cmag_336	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales			
cmag_337	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	
cmag_338	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	
cmag_339	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	Borkfalkia	
cmag_340	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-273	
cmag_341	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	
cmag_342	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	Borkfalkia	
cmag_343	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA1375	
cmag_344	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae		
cmag_345	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eisenbergiella	
cmag_346	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UBA11940	
cmag_347	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Dysosmobacter	
cmag_348	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-988	CAG-988 sp003149915
cmag_349	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	
cmag_350	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA11517	
cmag_351	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	UMGS1600	UMGS1600 sp900553295
cmag_352	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA1448	
cmag_353	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-822	
cmag_354	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	Borkfalkia	
cmag_355	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Massiliomicrobiota	Massiliomicrobiota sp002160865
cmag_356	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-273	
cmag_357	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-460	
cmag_358	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-273	
cmag_359	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UMGS1004	
cmag_360	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	
cmag_361	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	
cmag_362	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-988	
cmag_363	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae		
cmag_364	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	Hydrogeniiclostridium	
cmag_365	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-465		
cmag_366	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-273	
cmag_367	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	UBA7001	
cmag_368	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp002161445
cmag_369	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	QALS01	
cmag_370	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UMGS1826	
cmag_371	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Merdibacter	
cmag_372	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-180	
cmag_373	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae		
cmag_374	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UMGS1397	
cmag_375	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	
cmag_376	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-273	
cmag_377	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-273	
cmag_378	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA11517	
cmag_379	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	
cmag_380	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-793	
cmag_381	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-552	UMGS1880	
cmag_382	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Parasutterella	Parasutterella sp000980495
cmag_383	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	Borkfalkia	
cmag_384	Bacteria	Firmicutes	Bacilli	RF39	UBA660	UMGS1217	
cmag_385	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	Borkfalkia	
cmag_386	Bacteria	Firmicutes_B	Dehalobacteriia	UBA4068	UBA5755		
cmag_387	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	UMGS1994	
cmag_388	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA4626	
cmag_389	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-273	
cmag_390	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	UBA7001	
cmag_391	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp900544265
cmag_392	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
cmag_393	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides eggerthii
cmag_394	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	CAG-521	
cmag_395	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_D	Campylobacter_D jejuni
cmag_396	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	
cmag_397	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	QALS01	
cmag_398	Bacteria	Firmicutes	Bacilli	RF39	UBA660	UMGS1217	
cmag_399	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	
cmag_400	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	
cmag_401	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-877	CAG-877 sp900554305
cmag_402	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	CAG-306	
cmag_403	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Anaerotruncus	Anaerotruncus colihominis
cmag_404	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	
cmag_405	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Negativibacillus	Negativibacillus massiliensis
cmag_406	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA9475	
cmag_407	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA5446	UBA5446 sp900543085
cmag_408	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae		
cmag_409	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Massiliomicrobiota	Massiliomicrobiota sp002160815
cmag_410	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA1448	
cmag_411	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruthenibacterium	
cmag_412	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Acutalibacteraceae	UBA737	
cmag_413	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	
cmag_414	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	CAG-269	
cmag_415	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides togonis
cmag_416	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp900540105
cmag_417	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	CAG-521	CAG-521 sp900544345
cmag_418	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	
cmag_419	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium_B	Lachnoclostridium_B sp000765215
cmag_420	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella sp002159975
cmag_421	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Mailhella	Mailhella sp003150275
cmag_422	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides clarus
cmag_423	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Coprobacteraceae	Coprobacter	Coprobacter secundus
cmag_424	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	
cmag_425	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	UBA1242	UBA11517	
cmag_426	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Eisenbergiella	
cmag_427	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter sp900761655
cmag_428	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-822	CAG-822 sp000432855
cmag_429	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella_E	Olsenella_E sp002305805
cmag_430	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus_A	
cmag_431	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	Borkfalkia	Borkfalkia sp900761665
cmag_432	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella_E	
cmag_433	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Enorma	Enorma massiliensis
cmag_434	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-74	HGM11575	
cmag_435	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-460	CAG-460 sp900546715
cmag_436	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-552	UMGS1795	UMGS1795 sp900553555
cmag_437	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella sp900538705
cmag_438	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-552	UBA10677	UBA10677 sp900543755
cmag_439	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp900546065
cmag_440	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	CAG-484	CAG-484 sp000431315
cmag_441	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	HGM13222	
cmag_442	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	An2-A	
cmag_443	Bacteria	Firmicutes_A	Clostridia	TANB77	CAG-508	UMGS1864	
cmag_444	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-552	UMGS1880	UMGS1880 sp900761765
cmag_445	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola sp900546095
cmag_446	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UBA1448	
cmag_447	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UMGS1872	UMGS1872 sp900549475
cmag_448	Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Anaeroplasmataceae	UMGS268	UMGS268 sp900540175
cmag_449	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-302	
cmag_450	Bacteria	Firmicutes	Bacilli	RF39	UBA660	CAG-594	
cmag_451	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	Borkfalkia	Borkfalkia sp900761675
cmag_452	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	UMGS1826	
cmag_453	Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	Flavonifractor	Flavonifractor sp002161215
cmag_454	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Tidjanibacter	Tidjanibacter inops_A
cmag_455	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sutterella	
cmag_456	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	CAG-917	UMGS1688	
cmag_457	Bacteria	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	RUG14156		
cmag_458	Bacteria	Proteobacteria	Alphaproteobacteria	RF32	CAG-239	CAG-495	
cmag_459	Bacteria	Proteobacteria	Alphaproteobacteria	RF32	CAG-239	CAG-267	CAG-267 sp001917135
cmag_460	Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Frisingicoccus	Frisingicoccus sp900753685
cmag_461	Bacteria	Firmicutes_A	Clostridia_A	Christensenellales	Borkfalkiaceae	UMGS1004	
cmag_462	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola plebeius_A
