animal_code	trial	pen	age	sampling_time	sampling_date	chicken_body_weight	has_salmonella	has_clostridium	has_campylobacter	treatment	sex	breed
CB04.15	CB	CB04	36	35	2019-06-04	1701.5	FALSE	FALSE	FALSE	phytobiotic	Female	Ross
CB04.16	CB	CB04	36	35	2019-06-04	2060.9	FALSE	FALSE	FALSE	phytobiotic	Female	Ross
CB04.17	CB	CB04	37	35	2019-06-05	2286.5	FALSE	FALSE	FALSE	phytobiotic	Female	Ross
CB04.18	CB	CB04	37	35	2019-06-05	1964	FALSE	FALSE	FALSE	phytobiotic	Female	Ross
CB05.01	CB	CB05	7	7	2019-05-06	152	FALSE	FALSE	FALSE	probiotic	Female	Ross
CB05.02	CB	CB05	7	7	2019-05-06	172.5	FALSE	FALSE	FALSE	probiotic	Female	Ross
CB05.03	CB	CB05	7	7	2019-05-06	170	FALSE	FALSE	FALSE	probiotic	Female	Ross
CB05.04	CB	CB05	8	7	2019-05-07	162.8	FALSE	FALSE	FALSE	probiotic	Female	Ross
CB05.05	CB	CB05	8	7	2019-05-07	182.2	NA	NA	NA	probiotic	Female	Ross
CB05.06	CB	CB05	8	7	2019-05-07	228.3	NA	NA	NA	probiotic	Female	Ross
CB05.07	CB	CB05	21	21	2019-05-20	1030.9	FALSE	FALSE	FALSE	probiotic	Female	Ross
CB05.08	CB	CB05	21	21	2019-05-20	933.5	FALSE	FALSE	FALSE	probiotic	Female	Ross
CB05.09	CB	CB05	21	21	2019-05-20	837.7	FALSE	FALSE	FALSE	probiotic	Female	Ross
CB05.10	CB	CB05	22	21	2019-05-21	1034.2	FALSE	FALSE	FALSE	probiotic	Female	Ross
CB05.11	CB	CB05	22	21	2019-05-21	859.6	FALSE	FALSE	FALSE	probiotic	Female	Ross
CB05.12	CB	CB05	22	21	2019-05-21	1007.8	NA	NA	NA	probiotic	Female	Ross
CB05.13	CB	CB05	35	35	2019-06-03	1823	NA	NA	NA	probiotic	Female	Ross
CB05.14	CB	CB05	35	35	2019-06-03	1760.8	FALSE	FALSE	FALSE	probiotic	Female	Ross
CB05.15	CB	CB05	36	35	2019-06-04	1864.3	FALSE	FALSE	FALSE	probiotic	Female	Ross
CB05.16	CB	CB05	36	35	2019-06-04	2104.3	FALSE	FALSE	FALSE	probiotic	Female	Ross
CB05.17	CB	CB05	37	35	2019-06-05	2250.5	FALSE	FALSE	FALSE	probiotic	Female	Ross
CB05.18	CB	CB05	37	35	2019-06-05	2123	FALSE	FALSE	FALSE	probiotic	Female	Ross
CB06.01	CB	CB06	7	7	2019-05-06	189.4	NA	NA	NA	control	Female	Cobb
CB06.02	CB	CB06	7	7	2019-05-06	169.7	FALSE	FALSE	FALSE	control	Female	Cobb
CB06.03	CB	CB06	7	7	2019-05-06	159.2	NA	NA	NA	control	Female	Cobb
CB06.04	CB	CB06	8	7	2019-05-07	182.5	FALSE	FALSE	FALSE	control	Female	Cobb
CB06.05	CB	CB06	8	7	2019-05-07	195.8	NA	NA	NA	control	Female	Cobb
CB06.06	CB	CB06	8	7	2019-05-07	198.6	NA	NA	NA	control	Female	Cobb
CB06.07	CB	CB06	21	21	2019-05-20	1112.2	FALSE	FALSE	FALSE	control	Female	Cobb
CB06.08	CB	CB06	21	21	2019-05-20	954.1	NA	NA	NA	control	Female	Cobb
CB06.09	CB	CB06	21	21	2019-05-20	902.3	FALSE	FALSE	FALSE	control	Female	Cobb
CB06.10	CB	CB06	22	21	2019-05-21	966.1	FALSE	FALSE	FALSE	control	Female	Cobb
CB06.11	CB	CB06	22	21	2019-05-21	1059.3	FALSE	FALSE	FALSE	control	Female	Cobb
CB06.12	CB	CB06	22	21	2019-05-21	1054.7	FALSE	FALSE	FALSE	control	Female	Cobb
CB06.13	CB	CB06	35	35	2019-06-03	1875.1	FALSE	FALSE	FALSE	control	Female	Cobb
CB06.14	CB	CB06	35	35	2019-06-03	2252.6	FALSE	FALSE	FALSE	control	Female	Cobb
CB06.15	CB	CB06	36	35	2019-06-04	2119.4	FALSE	FALSE	FALSE	control	Female	Cobb
CB06.16	CB	CB06	36	35	2019-06-04	2099.6	FALSE	FALSE	FALSE	control	Female	Cobb
CB06.17	CB	CB06	37	35	2019-06-05	2434.2	FALSE	FALSE	FALSE	control	Female	Cobb
CB06.18	CB	CB06	37	35	2019-06-05	2238	FALSE	FALSE	FALSE	control	Female	Cobb
CB07.01	CB	CB07	7	7	2019-05-06	181.4	FALSE	FALSE	FALSE	phytobiotic	Male	Cobb
CB07.02	CB	CB07	7	7	2019-05-06	212.7	FALSE	FALSE	FALSE	phytobiotic	Male	Cobb
CB07.03	CB	CB07	7	7	2019-05-06	182.8	NA	NA	NA	phytobiotic	Male	Cobb
CB07.04	CB	CB07	8	7	2019-05-07	248.1	NA	NA	NA	phytobiotic	Male	Cobb
CB07.05	CB	CB07	8	7	2019-05-07	194.5	FALSE	FALSE	FALSE	phytobiotic	Male	Cobb
CB07.06	CB	CB07	8	7	2019-05-07	226.8	FALSE	FALSE	FALSE	phytobiotic	Male	Cobb
CB07.07	CB	CB07	21	21	2019-05-20	902.6	FALSE	FALSE	FALSE	phytobiotic	Male	Cobb
CB07.08	CB	CB07	21	21	2019-05-20	1107	NA	NA	NA	phytobiotic	Male	Cobb
CB07.09	CB	CB07	21	21	2019-05-20	1044.5	FALSE	FALSE	FALSE	phytobiotic	Male	Cobb
CB07.10	CB	CB07	22	21	2019-05-21	1006.6	FALSE	FALSE	FALSE	phytobiotic	Male	Cobb
CB07.11	CB	CB07	22	21	2019-05-21	1112.6	FALSE	FALSE	FALSE	phytobiotic	Male	Cobb
CB07.12	CB	CB07	22	21	2019-05-21	1154.2	FALSE	FALSE	FALSE	phytobiotic	Male	Cobb
CB07.13	CB	CB07	35	35	2019-06-03	2540.7	FALSE	FALSE	FALSE	phytobiotic	Male	Cobb
CB07.14	CB	CB07	35	35	2019-06-03	2280	FALSE	FALSE	FALSE	phytobiotic	Male	Cobb
CB07.15	CB	CB07	36	35	2019-06-04	2658	FALSE	FALSE	FALSE	phytobiotic	Male	Cobb
CB07.16	CB	CB07	36	35	2019-06-04	2022.5	FALSE	TRUE	FALSE	phytobiotic	Male	Cobb
CB07.17	CB	CB07	37	35	2019-06-05	2436.1	FALSE	FALSE	FALSE	phytobiotic	Male	Cobb
CB07.18	CB	CB07	37	35	2019-06-05	3023.4	FALSE	FALSE	FALSE	phytobiotic	Male	Cobb
CB08.01	CB	CB08	7	7	2019-05-06	206.9	FALSE	FALSE	FALSE	probiotic	Male	Cobb
CB08.02	CB	CB08	7	7	2019-05-06	190.2	FALSE	FALSE	FALSE	probiotic	Male	Cobb
CB08.03	CB	CB08	7	7	2019-05-06	179.3	FALSE	FALSE	FALSE	probiotic	Male	Cobb
CB08.04	CB	CB08	8	7	2019-05-07	203.4	FALSE	FALSE	FALSE	probiotic	Male	Cobb
CB08.05	CB	CB08	8	7	2019-05-07	225.3	FALSE	FALSE	FALSE	probiotic	Male	Cobb
CB08.06	CB	CB08	8	7	2019-05-07	217.8	NA	NA	NA	probiotic	Male	Cobb
CB08.07	CB	CB08	21	21	2019-05-20	1115.9	FALSE	FALSE	FALSE	probiotic	Male	Cobb
CB08.08	CB	CB08	21	21	2019-05-20	973.8	FALSE	FALSE	FALSE	probiotic	Male	Cobb
CB08.09	CB	CB08	21	21	2019-05-20	892.9	FALSE	FALSE	FALSE	probiotic	Male	Cobb
CB08.10	CB	CB08	22	21	2019-05-21	1034.5	FALSE	FALSE	FALSE	probiotic	Male	Cobb
CB08.11	CB	CB08	22	21	2019-05-21	927.9	FALSE	FALSE	FALSE	probiotic	Male	Cobb
CB08.12	CB	CB08	22	21	2019-05-21	1171.3	FALSE	FALSE	FALSE	probiotic	Male	Cobb
CB08.13	CB	CB08	35	35	2019-06-03	2182.5	FALSE	FALSE	FALSE	probiotic	Male	Cobb
CB08.14	CB	CB08	35	35	2019-06-03	2100.3	FALSE	FALSE	FALSE	probiotic	Male	Cobb
CB08.15	CB	CB08	36	35	2019-06-04	2664.6	FALSE	FALSE	FALSE	probiotic	Male	Cobb
CB08.16	CB	CB08	36	35	2019-06-04	2300.9	FALSE	FALSE	FALSE	probiotic	Male	Cobb
CB08.17	CB	CB08	37	35	2019-06-05	2894	FALSE	FALSE	FALSE	probiotic	Male	Cobb
CB08.18	CB	CB08	37	35	2019-06-05	2140.3	FALSE	FALSE	FALSE	probiotic	Male	Cobb
CB09.01	CB	CB09	7	7	2019-05-06	168.3	FALSE	FALSE	FALSE	probiotic	Male	Ross
CB09.02	CB	CB09	7	7	2019-05-06	184.6	NA	NA	NA	probiotic	Male	Ross
CB09.03	CB	CB09	7	7	2019-05-06	194	FALSE	FALSE	FALSE	probiotic	Male	Ross
CB09.04	CB	CB09	8	7	2019-05-07	187.6	NA	NA	NA	probiotic	Male	Ross
CB09.05	CB	CB09	8	7	2019-05-07	221.1	NA	NA	NA	probiotic	Male	Ross
CB09.06	CB	CB09	8	7	2019-05-07	221.2	NA	NA	NA	probiotic	Male	Ross
CB09.07	CB	CB09	21	21	2019-05-20	1065.4	FALSE	FALSE	FALSE	probiotic	Male	Ross
CB09.08	CB	CB09	21	21	2019-05-20	924.4	NA	NA	NA	probiotic	Male	Ross
CB09.09	CB	CB09	21	21	2019-05-20	905.9	FALSE	FALSE	FALSE	probiotic	Male	Ross
CB09.10	CB	CB09	22	21	2019-05-21	996.8	FALSE	FALSE	FALSE	probiotic	Male	Ross
CB09.11	CB	CB09	22	21	2019-05-21	1040.1	FALSE	FALSE	FALSE	probiotic	Male	Ross
CB09.12	CB	CB09	22	21	2019-05-21	860	FALSE	FALSE	FALSE	probiotic	Male	Ross
CB09.13	CB	CB09	35	35	2019-06-03	1410.3	FALSE	FALSE	FALSE	probiotic	Male	Ross
CB09.14	CB	CB09	35	35	2019-06-03	2362.6	FALSE	FALSE	FALSE	probiotic	Male	Ross
CB09.15	CB	CB09	36	35	2019-06-04	2256	NA	NA	NA	probiotic	Male	Ross
CB09.16	CB	CB09	36	35	2019-06-04	2222.6	FALSE	FALSE	FALSE	probiotic	Male	Ross
CB09.17	CB	CB09	37	35	2019-06-05	2223	FALSE	FALSE	FALSE	probiotic	Male	Ross
CB09.18	CB	CB09	37	35	2019-06-05	1974.4	FALSE	FALSE	FALSE	probiotic	Male	Ross
CB10.01	CB	CB10	7	7	2019-05-06	170.7	FALSE	FALSE	FALSE	control	Female	Ross
CB10.02	CB	CB10	7	7	2019-05-06	192.2	NA	NA	NA	control	Female	Ross
CB10.03	CB	CB10	7	7	2019-05-06	183.4	FALSE	FALSE	FALSE	control	Female	Ross
CB10.04	CB	CB10	8	7	2019-05-07	221.7	FALSE	FALSE	FALSE	control	Female	Ross
CB10.05	CB	CB10	8	7	2019-05-07	164.5	NA	NA	NA	control	Female	Ross
CB10.06	CB	CB10	8	7	2019-05-07	206.5	FALSE	FALSE	FALSE	control	Female	Ross
CB10.07	CB	CB10	21	21	2019-05-20	921	FALSE	FALSE	FALSE	control	Female	Ross
CB10.08	CB	CB10	21	21	2019-05-20	876.5	FALSE	FALSE	FALSE	control	Female	Ross
CB10.09	CB	CB10	21	21	2019-05-20	864.4	FALSE	FALSE	FALSE	control	Female	Ross
CB10.10	CB	CB10	22	21	2019-05-21	966.4	FALSE	FALSE	FALSE	control	Female	Ross
CB10.11	CB	CB10	22	21	2019-05-21	914.1	FALSE	FALSE	FALSE	control	Female	Ross
CB10.12	CB	CB10	22	21	2019-05-21	991.9	FALSE	FALSE	FALSE	control	Female	Ross
CB10.13	CB	CB10	35	35	2019-06-03	1944.5	FALSE	FALSE	FALSE	control	Female	Ross
CB10.14	CB	CB10	35	35	2019-06-03	2039.6	NA	NA	NA	control	Female	Ross
CB10.15	CB	CB10	36	35	2019-06-04	1850.8	FALSE	FALSE	FALSE	control	Female	Ross
CB10.16	CB	CB10	36	35	2019-06-04	2059.6	FALSE	FALSE	FALSE	control	Female	Ross
CB10.17	CB	CB10	37	35	2019-06-05	1997	FALSE	FALSE	FALSE	control	Female	Ross
CB10.18	CB	CB10	37	35	2019-06-05	2352	FALSE	FALSE	FALSE	control	Female	Ross
CB11.01	CB	CB11	7	7	2019-05-06	195.5	NA	NA	NA	probiotic	Female	Cobb
CB11.02	CB	CB11	7	7	2019-05-06	199.4	NA	NA	NA	probiotic	Female	Cobb
CB11.03	CB	CB11	7	7	2019-05-06	168.8	FALSE	FALSE	FALSE	probiotic	Female	Cobb
CB11.04	CB	CB11	8	7	2019-05-07	243.7	NA	NA	NA	probiotic	Female	Cobb
CB11.05	CB	CB11	8	7	2019-05-07	217.8	NA	NA	NA	probiotic	Female	Cobb
CB11.06	CB	CB11	8	7	2019-05-07	217	NA	NA	NA	probiotic	Female	Cobb
CB11.07	CB	CB11	21	21	2019-05-20	864	NA	NA	NA	probiotic	Female	Cobb
CB11.08	CB	CB11	21	21	2019-05-20	883.2	FALSE	FALSE	FALSE	probiotic	Female	Cobb
CB11.09	CB	CB11	21	21	2019-05-20	900.6	FALSE	FALSE	FALSE	probiotic	Female	Cobb
CB11.10	CB	CB11	22	21	2019-05-21	895.6	FALSE	FALSE	FALSE	probiotic	Female	Cobb
CB11.11	CB	CB11	22	21	2019-05-21	1043.9	NA	NA	NA	probiotic	Female	Cobb
CB11.12	CB	CB11	22	21	2019-05-21	987.5	FALSE	FALSE	FALSE	probiotic	Female	Cobb
CB11.13	CB	CB11	35	35	2019-06-03	2332.4	FALSE	FALSE	FALSE	probiotic	Female	Cobb
CB11.14	CB	CB11	35	35	2019-06-03	1960.4	FALSE	FALSE	FALSE	probiotic	Female	Cobb
CB11.15	CB	CB11	36	35	2019-06-04	1978.4	FALSE	FALSE	FALSE	probiotic	Female	Cobb
CB11.16	CB	CB11	36	35	2019-06-04	2329.2	FALSE	FALSE	FALSE	probiotic	Female	Cobb
CB11.17	CB	CB11	37	35	2019-06-05	2256	FALSE	FALSE	FALSE	probiotic	Female	Cobb
CB11.18	CB	CB11	37	35	2019-06-05	2549.1	FALSE	FALSE	FALSE	probiotic	Female	Cobb
CB12.01	CB	CB12	7	7	2019-05-06	187.8	NA	NA	NA	control	Male	Ross
CB12.02	CB	CB12	7	7	2019-05-06	191.7	NA	NA	NA	control	Male	Ross
CB12.03	CB	CB12	7	7	2019-05-06	188.9	FALSE	FALSE	FALSE	control	Male	Ross
CB12.04	CB	CB12	8	7	2019-05-07	223.3	FALSE	FALSE	FALSE	control	Male	Ross
CB12.05	CB	CB12	8	7	2019-05-07	213.1	NA	NA	NA	control	Male	Ross
CB12.06	CB	CB12	8	7	2019-05-07	224	NA	NA	NA	control	Male	Ross
CB12.07	CB	CB12	21	21	2019-05-20	1048.2	FALSE	FALSE	FALSE	control	Male	Ross
CB12.08	CB	CB12	21	21	2019-05-20	789	FALSE	FALSE	FALSE	control	Male	Ross
CB12.09	CB	CB12	21	21	2019-05-20	877.8	FALSE	FALSE	FALSE	control	Male	Ross
CB12.10	CB	CB12	22	21	2019-05-21	1084	FALSE	FALSE	FALSE	control	Male	Ross
CB12.11	CB	CB12	22	21	2019-05-21	1021.3	FALSE	FALSE	FALSE	control	Male	Ross
CB12.12	CB	CB12	22	21	2019-05-21	1100	FALSE	FALSE	FALSE	control	Male	Ross
CB12.13	CB	CB12	35	35	2019-06-03	2590.8	FALSE	FALSE	FALSE	control	Male	Ross
CB12.14	CB	CB12	35	35	2019-06-03	2902.5	FALSE	FALSE	FALSE	control	Male	Ross
CB12.15	CB	CB12	36	35	2019-06-04	2513	FALSE	FALSE	FALSE	control	Male	Ross
CB12.16	CB	CB12	36	35	2019-06-04	2420.1	FALSE	FALSE	FALSE	control	Male	Ross
CB12.17	CB	CB12	37	35	2019-06-05	2400.7	FALSE	FALSE	FALSE	control	Male	Ross
CB12.18	CB	CB12	37	35	2019-06-05	2099.9	NA	NA	NA	control	Male	Ross
CB13.01	CB	CB13	7	7	2019-05-06	152.3	NA	NA	NA	control	Female	Cobb
CB13.02	CB	CB13	7	7	2019-05-06	181.2	NA	NA	NA	control	Female	Cobb
CB13.03	CB	CB13	7	7	2019-05-06	183.2	FALSE	FALSE	FALSE	control	Female	Cobb
CB13.04	CB	CB13	8	7	2019-05-07	210.3	FALSE	FALSE	FALSE	control	Female	Cobb
CB13.05	CB	CB13	8	7	2019-05-07	241.5	FALSE	FALSE	FALSE	control	Female	Cobb
CB13.06	CB	CB13	8	7	2019-05-07	235.6	FALSE	FALSE	FALSE	control	Female	Cobb
CB13.07	CB	CB13	21	21	2019-05-20	1116.7	FALSE	FALSE	FALSE	control	Female	Cobb
CB13.08	CB	CB13	21	21	2019-05-20	999.5	FALSE	FALSE	FALSE	control	Female	Cobb
CB13.09	CB	CB13	21	21	2019-05-20	852.5	FALSE	FALSE	FALSE	control	Female	Cobb
CB13.10	CB	CB13	22	21	2019-05-21	1030.1	FALSE	FALSE	FALSE	control	Female	Cobb
CB13.11	CB	CB13	22	21	2019-05-21	940.6	FALSE	FALSE	FALSE	control	Female	Cobb
CB13.12	CB	CB13	22	21	2019-05-21	1116.7	FALSE	FALSE	FALSE	control	Female	Cobb
CB13.13	CB	CB13	35	35	2019-06-03	2265.9	FALSE	FALSE	FALSE	control	Female	Cobb
CB13.14	CB	CB13	35	35	2019-06-03	2106.3	FALSE	FALSE	FALSE	control	Female	Cobb
CB13.15	CB	CB13	36	35	2019-06-04	2205.3	FALSE	FALSE	FALSE	control	Female	Cobb
CB13.16	CB	CB13	36	35	2019-06-04	2322.3	FALSE	FALSE	FALSE	control	Female	Cobb
CB13.17	CB	CB13	37	35	2019-06-05	2588.7	FALSE	FALSE	FALSE	control	Female	Cobb
CB13.18	CB	CB13	37	35	2019-06-05	1877.2	FALSE	FALSE	FALSE	control	Female	Cobb
CB14.01	CB	CB14	7	7	2019-05-06	179.8	NA	NA	NA	phytobiotic	Female	Cobb
CB14.02	CB	CB14	7	7	2019-05-06	156.4	FALSE	FALSE	FALSE	phytobiotic	Female	Cobb
CB14.03	CB	CB14	7	7	2019-05-06	198.6	FALSE	FALSE	FALSE	phytobiotic	Female	Cobb
CB14.04	CB	CB14	8	7	2019-05-07	222.1	NA	NA	NA	phytobiotic	Female	Cobb
CB14.05	CB	CB14	8	7	2019-05-07	184.1	NA	NA	NA	phytobiotic	Female	Cobb
CB14.06	CB	CB14	8	7	2019-05-07	224.7	NA	NA	NA	phytobiotic	Female	Cobb
CB14.07	CB	CB14	21	21	2019-05-20	1011.4	FALSE	FALSE	FALSE	phytobiotic	Female	Cobb
CB14.08	CB	CB14	21	21	2019-05-20	986.2	FALSE	FALSE	FALSE	phytobiotic	Female	Cobb
CB14.09	CB	CB14	21	21	2019-05-20	1013.9	FALSE	FALSE	FALSE	phytobiotic	Female	Cobb
CB14.10	CB	CB14	22	21	2019-05-21	959.8	FALSE	FALSE	FALSE	phytobiotic	Female	Cobb
CB14.11	CB	CB14	22	21	2019-05-21	978.4	NA	NA	NA	phytobiotic	Female	Cobb
CB14.12	CB	CB14	22	21	2019-05-21	1056.8	FALSE	FALSE	FALSE	phytobiotic	Female	Cobb
CB14.13	CB	CB14	35	35	2019-06-03	2110.4	FALSE	FALSE	FALSE	phytobiotic	Female	Cobb
CB14.14	CB	CB14	35	35	2019-06-03	2264.3	FALSE	FALSE	FALSE	phytobiotic	Female	Cobb
CB14.15	CB	CB14	36	35	2019-06-04	2268.7	FALSE	FALSE	FALSE	phytobiotic	Female	Cobb
CB14.16	CB	CB14	36	35	2019-06-04	2351.8	FALSE	FALSE	FALSE	phytobiotic	Female	Cobb
CB14.17	CB	CB14	37	35	2019-06-05	2596	FALSE	FALSE	FALSE	phytobiotic	Female	Cobb
CB14.18	CB	CB14	37	35	2019-06-05	2418.9	FALSE	FALSE	FALSE	phytobiotic	Female	Cobb
CB15.01	CB	CB15	7	7	2019-05-06	191.4	NA	NA	NA	probiotic	Female	Ross
CB15.02	CB	CB15	7	7	2019-05-06	211.7	FALSE	FALSE	FALSE	probiotic	Female	Ross
CB15.03	CB	CB15	7	7	2019-05-06	161.8	FALSE	FALSE	FALSE	probiotic	Female	Ross
CB15.04	CB	CB15	8	7	2019-05-07	199.2	FALSE	FALSE	FALSE	probiotic	Female	Ross
CB15.05	CB	CB15	8	7	2019-05-07	199.5	NA	NA	NA	probiotic	Female	Ross
CB15.06	CB	CB15	8	7	2019-05-07	209.4	FALSE	FALSE	FALSE	probiotic	Female	Ross
CB15.07	CB	CB15	21	21	2019-05-20	890.9	FALSE	FALSE	FALSE	probiotic	Female	Ross
CB15.08	CB	CB15	21	21	2019-05-20	947.4	FALSE	FALSE	FALSE	probiotic	Female	Ross
CB15.09	CB	CB15	21	21	2019-05-20	907.2	FALSE	FALSE	FALSE	probiotic	Female	Ross
CB15.10	CB	CB15	22	21	2019-05-21	1032.2	NA	NA	NA	probiotic	Female	Ross
CB15.11	CB	CB15	22	21	2019-05-21	1023.5	FALSE	FALSE	FALSE	probiotic	Female	Ross
CB15.12	CB	CB15	22	21	2019-05-21	1033	FALSE	FALSE	FALSE	probiotic	Female	Ross
CB15.13	CB	CB15	35	35	2019-06-03	2047.9	FALSE	FALSE	FALSE	probiotic	Female	Ross
CB15.14	CB	CB15	35	35	2019-06-03	1970.4	FALSE	FALSE	FALSE	probiotic	Female	Ross
CB15.15	CB	CB15	36	35	2019-06-04	2285.2	FALSE	FALSE	FALSE	probiotic	Female	Ross
CB15.16	CB	CB15	36	35	2019-06-04	2173.2	FALSE	FALSE	FALSE	probiotic	Female	Ross
CB15.17	CB	CB15	37	35	2019-06-05	2152.5	FALSE	FALSE	FALSE	probiotic	Female	Ross
CB15.18	CB	CB15	37	35	2019-06-05	2197.6	FALSE	FALSE	FALSE	probiotic	Female	Ross
CB16.01	CB	CB16	7	7	2019-05-06	224.2	FALSE	FALSE	FALSE	phytobiotic	Male	Cobb
CB16.02	CB	CB16	7	7	2019-05-06	155.7	NA	NA	NA	phytobiotic	Male	Cobb
CB16.03	CB	CB16	7	7	2019-05-06	183.4	NA	NA	NA	phytobiotic	Male	Cobb
CB16.04	CB	CB16	8	7	2019-05-07	223	NA	NA	NA	phytobiotic	Male	Cobb
CB16.05	CB	CB16	8	7	2019-05-07	222.1	FALSE	FALSE	FALSE	phytobiotic	Male	Cobb
CB16.06	CB	CB16	8	7	2019-05-07	239.3	NA	NA	NA	phytobiotic	Male	Cobb
CB16.07	CB	CB16	21	21	2019-05-20	1083.5	FALSE	FALSE	FALSE	phytobiotic	Male	Cobb
CB16.08	CB	CB16	21	21	2019-05-20	1031.5	FALSE	FALSE	FALSE	phytobiotic	Male	Cobb
CB16.09	CB	CB16	21	21	2019-05-20	871.1	FALSE	FALSE	FALSE	phytobiotic	Male	Cobb
CB16.10	CB	CB16	22	21	2019-05-21	1031.4	FALSE	FALSE	FALSE	phytobiotic	Male	Cobb
CB16.11	CB	CB16	22	21	2019-05-21	731.1	FALSE	FALSE	FALSE	phytobiotic	Male	Cobb
CB16.12	CB	CB16	22	21	2019-05-21	966.6	FALSE	FALSE	FALSE	phytobiotic	Male	Cobb
CB16.13	CB	CB16	35	35	2019-06-03	2600.6	FALSE	FALSE	FALSE	phytobiotic	Male	Cobb
CB16.14	CB	CB16	35	35	2019-06-03	2050.8	NA	NA	NA	phytobiotic	Male	Cobb
CB16.15	CB	CB16	36	35	2019-06-04	2506.3	FALSE	FALSE	FALSE	phytobiotic	Male	Cobb
CB16.16	CB	CB16	36	35	2019-06-04	2309.2	FALSE	FALSE	FALSE	phytobiotic	Male	Cobb
CB16.17	CB	CB16	37	35	2019-06-05	3191.9	FALSE	FALSE	FALSE	phytobiotic	Male	Cobb
CB16.18	CB	CB16	37	35	2019-06-05	2404.1	FALSE	FALSE	FALSE	phytobiotic	Male	Cobb
CB17.01	CB	CB17	7	7	2019-05-06	215.5	NA	NA	NA	control	Male	Cobb
CB17.02	CB	CB17	7	7	2019-05-06	219.5	NA	NA	NA	control	Male	Cobb
CB17.03	CB	CB17	7	7	2019-05-06	180.8	NA	NA	NA	control	Male	Cobb
CB17.04	CB	CB17	8	7	2019-05-07	219.4	FALSE	FALSE	FALSE	control	Male	Cobb
CB17.05	CB	CB17	8	7	2019-05-07	169.7	NA	NA	NA	control	Male	Cobb
CB17.06	CB	CB17	8	7	2019-05-07	202.2	FALSE	FALSE	FALSE	control	Male	Cobb
CB17.07	CB	CB17	21	21	2019-05-20	609.7	FALSE	FALSE	FALSE	control	Male	Cobb
CB17.08	CB	CB17	21	21	2019-05-20	991.3	FALSE	FALSE	FALSE	control	Male	Cobb
CB17.09	CB	CB17	21	21	2019-05-20	1170.2	FALSE	FALSE	FALSE	control	Male	Cobb
CB17.10	CB	CB17	22	21	2019-05-21	1130.3	FALSE	FALSE	FALSE	control	Male	Cobb
CB17.11	CB	CB17	22	21	2019-05-21	1020.6	FALSE	FALSE	FALSE	control	Male	Cobb
CB17.12	CB	CB17	22	21	2019-05-21	1278.1	FALSE	FALSE	FALSE	control	Male	Cobb
CB17.13	CB	CB17	35	35	2019-06-03	2314.8	FALSE	FALSE	FALSE	control	Male	Cobb
CB17.14	CB	CB17	35	35	2019-06-03	2362	FALSE	FALSE	FALSE	control	Male	Cobb
CB17.15	CB	CB17	36	35	2019-06-04	2484.6	FALSE	FALSE	FALSE	control	Male	Cobb
CB17.16	CB	CB17	36	35	2019-06-04	2676.8	NA	NA	NA	control	Male	Cobb
CB17.17	CB	CB17	37	35	2019-06-05	2729.1	FALSE	FALSE	FALSE	control	Male	Cobb
CB17.18	CB	CB17	37	35	2019-06-05	2758.3	FALSE	FALSE	FALSE	control	Male	Cobb
CB18.01	CB	CB18	7	7	2019-05-06	197.8	NA	NA	NA	phytobiotic	Male	Ross
CB18.02	CB	CB18	7	7	2019-05-06	180.5	FALSE	FALSE	FALSE	phytobiotic	Male	Ross
CB18.03	CB	CB18	7	7	2019-05-06	171.3	NA	NA	NA	phytobiotic	Male	Ross
CB18.04	CB	CB18	8	7	2019-05-07	224.5	FALSE	FALSE	FALSE	phytobiotic	Male	Ross
CB18.05	CB	CB18	8	7	2019-05-07	206.4	FALSE	FALSE	FALSE	phytobiotic	Male	Ross
CB18.06	CB	CB18	8	7	2019-05-07	217	NA	NA	NA	phytobiotic	Male	Ross
CB18.07	CB	CB18	21	21	2019-05-20	912.8	FALSE	FALSE	FALSE	phytobiotic	Male	Ross
CB18.08	CB	CB18	21	21	2019-05-20	739.8	FALSE	FALSE	FALSE	phytobiotic	Male	Ross
CB18.09	CB	CB18	21	21	2019-05-20	876.1	FALSE	FALSE	FALSE	phytobiotic	Male	Ross
CB18.10	CB	CB18	22	21	2019-05-21	1092.9	FALSE	FALSE	FALSE	phytobiotic	Male	Ross
CB18.11	CB	CB18	22	21	2019-05-21	918.3	FALSE	FALSE	FALSE	phytobiotic	Male	Ross
CB18.12	CB	CB18	22	21	2019-05-21	837.8	FALSE	FALSE	FALSE	phytobiotic	Male	Ross
CB18.13	CB	CB18	35	35	2019-06-03	2538.2	FALSE	FALSE	FALSE	phytobiotic	Male	Ross
CB18.14	CB	CB18	35	35	2019-06-03	2033.5	FALSE	FALSE	FALSE	phytobiotic	Male	Ross
CB18.15	CB	CB18	36	35	2019-06-04	2367.6	FALSE	FALSE	FALSE	phytobiotic	Male	Ross
CB18.16	CB	CB18	36	35	2019-06-04	2288.1	FALSE	FALSE	FALSE	phytobiotic	Male	Ross
CB18.17	CB	CB18	37	35	2019-06-05	2812.4	FALSE	FALSE	FALSE	phytobiotic	Male	Ross
CB18.18	CB	CB18	37	35	2019-06-05	2177.2	FALSE	FALSE	FALSE	phytobiotic	Male	Ross
CB19.01	CB	CB19	7	7	2019-05-06	211.7	NA	NA	NA	probiotic	Male	Ross
CB19.02	CB	CB19	7	7	2019-05-06	216.5	NA	NA	NA	probiotic	Male	Ross
